id,publisher_id,name,slug,description,created_at,active
249,248,Dead Body Road (2013),dead-body-road-2013,"Орсон Гейдж лишился любимой жены. Она была хладнокровно застрелена во время ограбления, и теперь единственный смысл жизни для Орсона - убить всех, кто причастен к ее смерти. Дорога, наполненная кровью и жестокостью, ждет его. Но он к ней готов.",2025-10-28 18:06:56,1
250,4,Drain (2006),drain-2006,"Она прекрасна и соблазнительна. Но она вампир. Мы все прекрасно знаем, что вампиры пьют кровь. Но она не обычный вампир. Нет, она тоже с удовольствием пьёт чужую кровь, однако, помимо этого у неё есть честь и дело всей жизни - отомстить за гибель своего клана.",2025-10-28 18:06:56,1
251,23,DV8 (1996),dv8-1996,,2025-10-28 18:06:56,1
252,4,Fell (2005),fell-2005,"Это история Ричарда Фелла, детектива по расследованию убийств, которого переводят с прежней работы для службы в странный и загадочный городок Сноутаун. Сноутаун это что-то среднее между старыми захолустными районами городов Америки и бедностью стран третьего мира. Комикс создан двумя мастерами своего дела, сценаристом Уорреном Эллисом и художником Беном Темплсмитом. Каждый выпуск это отдельная история, имеющая под собой реальные события. Также в конце каждого выпуска автор дает подробный комментарий к содержанию и отвечает на вопросы читателей. Комикс выходит с сентября 2005 года.",2025-10-28 18:06:56,1
253,4,Girls (2005),girls-2005,"Girls - это популярный в узких кругах комикс братьев Луна в котором они по-новому представили старую, как мир, идею о нападении инопланетян/зомби/жутких монстров на планету Земля всего лишь заменив врагов человечества на... плотоядных девушек. Внимание - Ненормативная лексика! Ограничение по возрасту 18+",2025-10-28 18:06:56,1
254,4,Graveyard Shift (2014),graveyard-shift-2014,"Говорят, что любовь может преодолеть все преграды. Но сможет ли любовь победить смерть и жажду крови?",2025-10-28 18:06:56,1
255,4,Hit-Girl (2018),hit-girl-2018,"Она — помешанный на комиксах гикан. Она — девочка-подросток, обученная убивать. Она — супергерой-линчеватель, оставляющий за собой горы трупов. Она имеет большой арсенал огнестрела, но никогда не расстаётся со своими верными катанами. Но после того, как её отец отдал душу на покаяние, а бывший Пипец отошёл от дел, она почувствовала себя одинокой. Ей срочно понадобился новый напарник...",2025-10-28 18:06:56,1
256,4,I Hate Fairyland (2015),i-hate-fairyland-2015,"Суперзвезда Скотти Янг (Реактивный Енот, Страна Оз) дебютировал в Image c совершенно новой серией! Эпик в духе Времени приключений и Алисы в Стране чудес смешивает свою миленькую мордашку c жестоким безумием а-ля Танкистка и Дэдпул. В этом приключении, которое не стоит показывать самым маленьким детям (хотя если вы суперклассные родители, то можно) вы познакомитесь с Гертой, шестилетней девочкой, которая застряла в волшебном мире Страны сказок на тридцать лет и будет крушить и кромсать всё, что встанет на её пути, лишь бы найти дорогу домой. Присоединяйтесь к Герти и её боевому топору в обворожительном кровавом путешествии, чтоб посмотреть, кто переживет девочку, которая ненавидит Страну сказок.",2025-10-28 18:06:56,1
257,4,Kick-Ass (2018),kick-ass-2018,"Дейв Лизевски ушёл, но наследие Пипца всё ещё живёт! Военнослужащая Пейшенс вернулась с полей брани домой, но вместо ожидаемой ею счастливой семейной идиллии она столкнулась с одними только проблемами, которые, в конечном итоге, вынудят её напялить зелёно-жёлтый костюм и выйти на патрулирование улиц родного криминального района...",2025-10-28 18:06:56,1
258,4,Monstress (2015),monstress-2015,Сценарист «Изумительных Людей-икс» и «Черной Вдовы» Марджери Лью объединила силы с художницей Саной Такеда («Икс-23»). Стимпанк и кайдзю ждут вас в невероятной истории в стиле фэнтези для взрослых.,2025-10-28 18:06:56,1
259,4,Small Gods (2004),small-gods-2004,"В мире нет супергероев в цветастых костюмах, которые способны переворачивать целые города. Но в мире есть люди, обычные люди, в один прекрасный день обнаружившие, что обладают экстрасенсорными способностями (телекинез, телепатия, эмпатия, дар предвидения и др.). И как в любом мире здесь есть стереотипы, дискриминация по определенным признакам, ненависть и неприязнь. Данная серия комиксов расскажет читателю о том, как живут различные люди (полицейский, жулик, правительственный агент и прочие) с экстрасенсорными способностями в обществе, и как эти способности влияют на их жизнь.",2025-10-28 18:06:56,1
260,4,Snotgirl (2016),snotgirl-2016,"Встречайте, первый ежемесячный комикс от Брайана Ли О\'Мелли, создателя культового «Скотт Пиллигрим». Жизнь в Лос-Анжелесе, популярный блог, модные показы — в жизни Лотти все идеально... или нет? Узнайте больше о её внутренних переживаниях, связанных с тяготами аллергии, разбитым сердцем и трагедией, изменившей её жизнь до неузнаваемости.",2025-10-28 18:06:56,1
261,4,Spawn (1992),spawn-1992,"Когда-то он был человеком... Эл Симмонс. Так звали его при жизни. Полковник Эл Симмонс, великолепный солдат, герой и всеобщий любимец. Но после того, как его предали и убили, его душа попала в Ад. Пять лет проживая в муках жизнь после смерти, Симмонс не думал ни о ком и ни о чём, кроме своей жены Ванды. Его желание увидеть её было настолько сильным, что он был готов отдать всё ради этого. И тогда Дьявол предложил ему соглашение: Эл Симмонс становится Спауном - генералом армии демонов, существом безграничных возможностей, отродьем Ада, он теряет воспоминания о том кем он был при жизни, взамен получая возможность увидеть свою жену и получать память по кусочкам. Эл Симмонс соглашается, не понимая какую ловушку приготовил для него Дьявол...",2025-10-28 18:06:56,1
262,4,Zealot (1995),zealot-1995,,2025-10-28 18:06:56,1
264,263,Dead@17 (2003),dead17-2003,В пригороде Дарлингтон Хиллс две подруги Нара Килдей и Хэйзи Фосс оказываются в центре конфликта который навсегда изменит их жизни.,2025-10-28 18:06:56,1
266,265,Zombie Tramp (2009),zombie-tramp-2009,,2025-10-28 18:06:56,1
267,27,Bob&#039;s Burgers (2014),bob039s-burgers-2014,"«Бургеры Боба» – юмористический комикс по одноимённому популярному мультсериалу канала Fox. Если вы получаете удовольствие от «Бургеров Боба» (они же «Закусочная Боба»), то и от комикса останетесь в восторге – он создаётся теми же людьми, поэтому своеобразный юмор шоу перекочевал и на страницы графических историй.",2025-10-28 18:06:56,1
268,48,Inferno,inferno,В темном-темном городе творятся темные-темные дела. Таинственный незнакомец бродит во мраке улиц в поисках того без чего он не может жить. И любой кто встанет у него на пути жестоко пожалеет.,2025-10-28 18:06:56,1
269,48,One-Shots,one-shots,,2025-10-28 18:06:56,1
270,47,Charmed (2010),charmed-2010,,2025-10-28 18:06:56,1
271,47,Grimm Fairy Tales (2005),grimm-fairy-tales-2005,"Компания Zenescope представляет свое видение сказок братьев Гримм, которые известны всем. Начавшаяся с отдельных, не связанных друг с другом историй, серия выросла в нечто самостоятельное и ставшая частью большой Гримм-вселенной.",2025-10-28 18:06:56,1
272,47,Grimm Fairy Tales: Myths &amp; Legends (2011),grimm-fairy-tales-myths-amp-legends-2011,"Грядет бытва добра и зла. Каждая сторона старается привлечь на свою сторону побольше носителей уникальных способностей. Встречайте - все ваши любимые персонажи Zenescope в новых историях! Шапочка, Русалочка, Чудовище, Гензель и Гретель - все готовы занять свое место на игровой доске.",2025-10-28 18:06:56,1
273,47,Grimm Fairy Tales presents The Library (2011),grimm-fairy-tales-presents-the-library-2011,"В этой мини-серии рассказывается история двенадцатилетней Селы Мэтерс, в которой будущая героиня вселенной Гримм впервые встретится с волшебной книгой, способной дать ее владельцу силу призывать созданий. Селе предстоит не столько спасать собственную жизнь, сколько не дать миру быть уничтоженным.",2025-10-28 18:06:56,1
274,47,Grimm Fairy Tales: The Little Mermaid (2015),grimm-fairy-tales-the-little-mermaid-2015,"Забудьте детскую сказочку! Это мрачная история о Русалке, попавшей плен к садисту, и о родительской любви, которая может все.",2025-10-28 18:06:56,1
275,47,Grimm Fairy Tales: The Piper (2008),grimm-fairy-tales-the-piper-2008,"Быть не таким, как все, очень трудно. Постоянные насмешки, издевки, шутки доводят скрипача Шона до того, что ради мести он вызывает Дудочника. Сделка заключена, но о ее последствиях Шону еще только предстоит пожалеть.",2025-10-28 18:06:56,1
276,47,Black Sable (2017),black-sable-2017,"Люди вышли в космос, а с ними вернулись и древние привычки. Снова процветает пиратство, только космическое. Капитану корабля Черному Соболю и ее экипажу предстоит череда приключений, встречи с инопланетными расами, сражения не на жизнь, а на смерть и многое другое в новой минисерии от Zenescope!",2025-10-28 18:06:56,1
277,47,Zenescope One-Shots,zenescope-one-shots,,2025-10-28 18:06:56,1
278,46,Gold in the Snow,gold-in-the-snow,"Эта история навеяна неслыханной одиссеей, в которую пустились пятьдесят тысяч человек (среди которых был писатель Джек Лондон), затерявшихся в снежно-ледяной пустыне из-за простого заголовка в газетах: \""Огромные залежи золота на Аляске\"".",2025-10-28 18:06:56,1
279,44,Finding Gossamyr (2012),finding-gossamyr-2012,,2025-10-28 18:06:56,1
280,44,Stuff of Legend: A Call to Arms (2017),stuff-of-legend-a-call-to-arms-2017,,2025-10-28 18:06:56,1
281,44,Stuff Of Legend (2009) ,stuff-of-legend-2009,"Давненько не заглядывали в ящик с игрушками? Правильно, сейчас ведь у нас совсем другие герои: Человек-паук, Трансформеры, Росомаха, Железный Человек….. В общем, впадаем в детство, и играем в игрушки, но там всё не так весело, как кажется на первый взгляд…",2025-10-28 18:06:56,1
282,44,Stuff of Legend: A Jester&#039;s Tale (2011),stuff-of-legend-a-jester039s-tale-2011,,2025-10-28 18:06:56,1
283,44,Stuff of Legend: The Jungle (2010),stuff-of-legend-the-jungle-2010,,2025-10-28 18:06:56,1
284,44,Stuff of Legend: The Toy Collector (2012),stuff-of-legend-the-toy-collector-2012,,2025-10-28 18:06:56,1
285,43,13 Coins (2014),13-coins-2014,,2025-10-28 18:06:56,1
286,42,Husk (2010),husk-2010,"Будущее. Мир поделен между могущественными корпорациями. Новая отрасль рынка, боевые роботы, набирает обороты...",2025-10-28 18:06:56,1
287,42,Kookaburra K (2009),kookaburra-k-2009,"Будущее... Притягательное и пугающее... Хотите одним глазком заглянуть, что нас ждёт впереди? Тогда вам сюда! Автор серии \""Kookaburra Universe\"" и художник \""Amazing Spider-man\"" открывают неведомое...",2025-10-28 18:06:56,1
288,41,Moon Girl (2011),moon-girl-2011,Бывшая русская принцесса в образе супергероини пытается остановить кровавую революцию анархистов в Америке...,2025-10-28 18:06:56,1
289,40,Hercules (2008),hercules-2008,"Геркулеса знают все. В том числе и по комиксам. Но мы предлагаем вам забыть Геркулеса из других комиксов, потому что перед вами брутальный тип, любимое занятие которого - крушить чужие черепушки своей ДУБИНОЙ...",2025-10-28 18:06:56,1
290,40,Last Days of American Crime (2009),last-days-of-american-crime-2009,"Чтобы было если бы люди не могли совершать преступления? Чтобы было если бы они даже думать о таком не могли? А хрен его знает - этот комикс не об этом. Эта история об опаснейшем ограблении, которое героям нужно спланировать всего за две недели. Потому что ровно через две недели на территории США заработает специальный радиосигнал, который промоет людям мозги так, что те не смогут даже думать о нарушении закона. Это Последние Дни Американской преступности. И это Последнее Крупное Американское Ограбление.",2025-10-28 18:06:56,1
291,39,Tales of Leonardo: Blind Sight (2006),tales-of-leonardo-blind-sight-2006,,2025-10-28 18:06:56,1
292,39,Tales of the TMNT (2004),tales-of-the-tmnt-2004,"Эта серия повествует небольшие рассказы и истории жизни из самых известных рептилий - мутировавших черепах-ниндзя. Каждый выпуск начинается со слов \""Позвольте рассказать вам историю...\""",2025-10-28 18:06:56,1
293,38,Incognito (2008),incognito-2008,"От создателей комикса \""Criminal\""- Эда Брубейкера (Ed Brubaker) и Шона Филлипса (Sean Phillips). История о человеке, у которого нету друзей, который находится только внутри себя, постоянно размышляя. На самом же деле, главный герой никто иной, как сверхчеловек. Вернувшись к старым делам, у него тут же появилось много проблем... Incognito - это грань нуара и супер-геройства!",2025-10-28 18:06:56,1
294,38,Incognito: Bad Influences (2010),incognito-bad-influences-2010,"Спустя год после событий первого тома, Зак Оверкилл работает в С.О.С., обезвреживает суперзлодеев и сохраняет свою личность в тайне. Пока в один прекрасный день его заданием не становится спасение мира от становления новой международной террористической организации. И возможно это лишь путем возвращения в криминальное подполье суперзлодейского мира...",2025-10-28 18:06:56,1
295,37,Avatar: The Last Airbender–North and South (2016),avatar-the-last-airbendernorth-and-south-2016,,2025-10-28 18:06:56,1
296,45,24: Underground (2014),24-underground-2014,"В конце 8-го сезона Джек Бауэр стал беглецом от правосудия, скрываясь от Американского и Российского правительства. Легендарный сериал \""24 часа\"" вернулся на телеэкраны спустя 4 года в 9-м сезоне с подзаголовком \""Проживи еще день\"". События комикса рассказывают, что происходило с героем в этот промежуток времени.",2025-10-28 18:06:56,1
297,45,30 Days of Night (2002),30-days-of-night-2002,"Город Барроу. Поселение на севере Аляски у черта на куличках. Каждый год солнце в этих местах исчезает с небосклона на целых 30 дней. 30 дней ночи, которые на этот раз обернутся для жителей городка настоящим кошмаром наяву. Ведь бесконечная ночь - это настоящий рай для вампиров, все это время старательно скрывавшихся в тени человечества.",2025-10-28 18:06:56,1
298,45,30 Days of Night: Spreading the Disease (2006),30-days-of-night-spreading-the-disease-2006,,2025-10-28 18:06:56,1
299,45,Brutal Nature (2016),brutal-nature-2016,"Когда войну нельзя выиграть обычными средствами, в ход идёт магия. Воин Ич противостоит испанским конкистадорам, чтобы защитить свой народ...<br><br>Brutal Nature - Concrete Fury: Дело Ича живёт и множится! Из новой истории вы узнаете, какие ещё бывают трансформирующие маски и носители...",2025-10-28 18:06:56,1
300,45,Dark Days (2003),dark-days-2003,"Прямое продолжение знаменитой лимитки \""30 дней ночи\"". Авторский состав тот же - Стив Найлз и Бен Темплсмит. Действие же с холодного севера переносится в жаркий Лос-Анджелес, который просто кишит вампирскими тварями...",2025-10-28 18:06:56,1
301,45,Dungeons &amp; Dragons Legends of Baldur&#039;s Ga,dungeons-and-dragons-legends-of-baldurs-gate-2014,"Врата Балдура - гранитная колыбель легенд, укутанных в туманное одеяло. В предрассветный час оживут отважные герои и сотрут в порошок надвигающееся зло.",2025-10-28 18:06:56,1
302,45,Groom Lake (2009),groom-lake-2009,"Озеро Грум - это солянная равнина в Неваде, США, располоденная в 40км южнее Рейчела. Озеро раскинулось на 6км с севера на юг и на 4,8км с востока на запад. Стало известно благодаря расположенной рядом Зоны 51, озеро Грум и Зона 51 часто используются, как синонимы.",2025-10-28 18:06:56,1
303,45,Scarface: Devil In Disguise (2007),scarface-devil-in-disguise-2007,"История, погружающая нас то в прошлое, то в события, предваряющие сюжет одноименного фильма. Также мы узнаем, как Тони Монтана получил свой знаменитый шрам.",2025-10-28 18:06:56,1
304,45,Scarface: Scarred For Life (2006),scarface-scarred-for-life-2006,Прямой сиквел событий известного фильма. Тони остался в живых и пытается собрать воедино осколки своего былого могущества.,2025-10-28 18:06:56,1
305,45,Star Trek: Leonard McCoy - Frontier Doctor (2010),star-trek-leonard-mccoy-frontier-doctor-2010,"Космос. Последний рубеж... Вот и наступило далекое мирное будущее, где за порядком во вселенной следит Звездная Федерация. Помогать всем и каждому, искать новые миры и заключать союзы – вот их первостепенные задачи. Ветеран «Звездного пути» Боунз записывается в ряды полевых врачей, чтобы после своего долгого «отгула» осуществить свое предназначение – помогать там, где не ступала нога человека.",2025-10-28 18:06:56,1
306,45,Star Trek: The Burden of Knowledge (2010),star-trek-the-burden-of-knowledge-2010,"В разных уголках вселенной встречаются разные миры. В задачу экипажа корабля \""Энтерпрайз\"" входит оценка некоторых планет для принятия их в состав Федерации. На одной из таких капитан Кирк со своей командой сталкивается с неожиданным нападением... и похищением.",2025-10-28 18:06:56,1
307,45,Teenage Mutant Ninja Turtles: Urban Legends (2018),teenage-mutant-ninja-turtles-urban-legends-2018,,2025-10-28 18:06:56,1
308,45,October Faction (2014),october-faction-2014,,2025-10-28 18:06:56,1
309,36,Destroyer (2009),destroyer-2009,"Разрушитель - престарелый супербоец с преступностью, отец, муж и просто брутальный мужик по имени Кейн Марлоу. Его дни уже сочтены, но он активно пытается это опровергнуть. У него больное сердце, он может умереть в любую минуту. Именно после этой новости он решает покончить раз и навсегда со своими врагами, дабы обезопасить свою семью после своей смерти!",2025-10-28 18:06:56,1
310,36,Born (2003),born-2003,"Это снова вселенная PUNISHER МАХ, где нет супергероев, сверхспособностей и другой белиберды, которой не бывает в реальной жизни. Зато здесь есть злые мужики с пушками, крепкие интригующие сюжеты и Фрэнк Кастл - Каратель, чья жизнь заключается в профессиональном мочилове бандюганов! Но в этот раз серия МАКС КАРАТЕЛЯ знакомит вас с его молодостью, с Вьетнамом и с еще большим числом простреленных брюшных областей.",2025-10-28 18:06:56,1
311,36,Punisher (2004),punisher-2004,"Фрэнк Кастл, теперь более известный, как Каратель - бывший солдат, посвятивший свою жизнь уничтожению преступников. Очень давно гангстеры убили всю его семью, но закон не смог наказать их, и тогда Каратель сам решил стать законом и нести правосудие. Он поклялся истреблять зло до последнего своего вздоха, несмотря ни на что, и не идя ни на какие компромиссы.<br><br>MAX-версия Карателя является более брутальной, жестокой и \""взрослой\"", чем его аналог в основной Marvel-линейке. Кровь, насилие, мат, злободневные темы - всего этого тут в предостаточном количестве.",2025-10-28 18:06:56,1
312,35,Scurry: The Doomed Colony (2017),scurry-the-doomed-colony-2017,"Вы когда-нибудь задумывались как живут мыши? А что с ними будет, если внезапно исчезнут все люди? Великолепная история о выживании мышей в мире апокалипсиса, нарисованная прекрасным, хоть и не очень известным художником Маком Смитом.",2025-10-28 18:06:56,1
313,34,Alpha (2008),alpha-2008,Шпионский боевик в лучших традициях жанра от сценариста Паскаля Ренара и российского художника Юрия Жигунова.,2025-10-28 18:06:56,1
314,33,Darkness (2007),darkness-2007,"Джеки Эстакадо, нынешнего носителя Тьмы, воспитала криминальная семья Франчетти. Вскоре, благодаря своим способностям, он сам стал крестным отцом. В \""Первенце\"" семью Джеки уничтожила Ангелус и ее ангелы, и ему пришлось покинуть страну. На новом месте, с новыми друзьями, с новыми врагами и новыми способностями жизнь Эстакадо уже никогда не станет прежней.",2025-10-28 18:06:56,1
315,33,First Born (2007),first-born-2007,"Сара Пеццини, она же Вичблейд, обладательница могущественного артефакта Клинок Ведьм, вдруг становится беременной. Но мало того, что она не знает, кто отец, так еще и Ангелус, воплощению света, понадобился ее ребенок. Но так как Сара передала свои силы Дани Баптисте, то сама защитить себя не может, и теперь величайшим силам во вселенной, Тьме и Свету, придется сойтись в смертельной схватке за ребенка! Потрясающая и хорошенько встряхивающая судьбы героев компании Top Cow серия от \""У всех моих героев есть чувство юмора\"" Рона Марза (Ron Marz) и \""Если не сюжет, так мой рисунок снесет вам башню\"" Степана Сеика (Stepan Sejik)!",2025-10-28 18:06:56,1
316,33,No Honor (2001),no-honor-2001,"Случай - знаменитый и неуловимый вор. Совершенно неожиданно ему достался крайне необычный напарник. Теперь Случаю предстоит найти общий язык и с ним, и с собой.",2025-10-28 18:06:56,1
317,33,Wanted (2003),wanted-2003,"Авторы: Марк Миллар и Джей Джи Джонс. Авторы никогда не скрывали, что множество героев из Wanted скопированы с известных людей и других супергероев. К примеру Уэсли был срисован с рэппера Эминема, а Лиса с актриссы Хэлли Берри. Кроме того в комиксе можно заметить многих героев (или пародий на них) издательств Marvel и DC. Известная британская газета The Sunday Times окрестила Wanted \""Watchmen для супер-злодеев\"". В 2008 году вышел фильм \""Особо опасен\"" по мотивам комикса, режиссером которого стал наш соотечественник Тимур Бекмамбетов (ранее отличившийся Дозорами). В главных ролях снялись Джеймс МакЭвой, Морган Фримен и Анжелина Джоли.",2025-10-28 18:06:56,1
318,33,Witchblade (1995),witchblade-1995,"В руки нью-йоркского офицера полиции, очаровательной Сары Пеццини попадает таинственный артефакт - Клинок Ведьм, обладающий невероятной силой. С его помощью Пеццини защищает родной город не только от обычных преступников, но и от разного рода монстров. Жаль только, что новую одежду теперь приходится покупать трижды в день.",2025-10-28 18:06:56,1
319,33,Witchblade (2017),witchblade-2017,"Перезапуск знаменитой серии. Клинок Ведьм попадает к бывшей телеведущей, а ныне частному детективу Алекс. Ей предстоит научиться уживаться с древним артефактом...",2025-10-28 18:06:56,1
320,33,Top Cow One-Shots,top-cow-one-shots,Одиночные выпуски издательства Top Cow.,2025-10-28 18:06:56,1
321,30,Nikopol Trilogy (1980),nikopol-trilogy-1980,"Будущее, в котором не всё так гладко. Процветает тоталитаризм и нацистское наследие даёт о себе знать. Но даже в такой обстановке находится место для людей, которые хотят познать любовь.",2025-10-28 18:06:56,1
322,29,Best of Heavy Metal (1982),best-of-heavy-metal-1982,,2025-10-28 18:06:56,1
323,29,Iron Maiden Legacy of the Beast (2017),iron-maiden-legacy-of-the-beast-2017,"Под гнётом Зверя уже весь мир и только неукротимый в своей ярости Эдди может спасти его! Но сначала, Эдди придётся собрать свою расколотую душу воедино, а для этого придётся немало попутешествовать.",2025-10-28 18:06:56,1
324,29,Champakou,champakou,,2025-10-28 18:06:56,1
325,29,The great passage,the-great-passage,,2025-10-28 18:06:56,1
326,28,Vampirella: Blood Lust (1997),vampirella-blood-lust-1997,"Вампиры бывают не только мрачными парнишками-эмо в длинных черно-красных балахонах и плащах… Оказывается, некоторые вампиры любят и стриптизерские шмотки! Встречайте Вампиреллу – культового персонажа конца прошлого века, обладательницу острых когтей, неутолимой жажды крови и пышных форм, в небольшой самостоятельной серии из двух выпусков. Перо божественного Джо Джаско поведает нам, что стало с Вампиреллой и Адамом Ван Хельсингом после того, как их убила Владычица Никс. В намечающейся заварушке примет активное участие Лилит, мать Вампиреллы, множество ее шестерок и даже сам Господь Бог. Приятного прочтения!",2025-10-28 18:06:56,1
327,28,Vampirella: Death &amp; Destruction (1996),vampirella-death-amp-destruction-1996,"Владычица Никс торжествует. Жизнь Вампиреллы разрушена, и весь мир на грани уничтожения! Возмездие мертво. Теперь остались только Смерть и Разрушение.",2025-10-28 18:06:56,1
328,28,Vampirella (1997),vampirella-1997,"Третий онгоинг Вампиреллы от \""Харрис\"". Примечателен сразу двумя кроссоверными арками с героинями комиксов других издательств, вписанными во вселенную Вампи, что редко происходит с подобными сюжетами.",2025-10-28 18:06:56,1
329,27,Army of Darkness: Ashes 2 Ashes (2004),army-of-darkness-ashes-2-ashes-2004,"Продолжение одноименной трилогии Сэма Рэйми о Зловещих Мертвецах... Эшли Уильямс - продавец в отделе бытовых товаров приезжает со своей подружкой в заброшенный домик, где живет древнее зло, разбуженное дьявольской книгой, Некрономиконом. Это зло убивает его подружку и забирает к себе в слуги руку Эша. Затем он попадает в средневековье через временной портал и там дает злу пинка! Попав снова в наше время, его приключения не заканчиваются, а продолжаются в комиксе...",2025-10-28 18:06:56,1
330,27,Army of Darkness: Shop Till You Drop Dead (2005),army-of-darkness-shop-till-you-drop-dead-2005,"Мертвецы возвращаются! На этот раз место действия - супермаркет \""С-Умом\""",2025-10-28 18:06:56,1
331,27,Battlefields: The Night Witches (2008),battlefields-the-night-witches-2008,"Гарт Эннис и Расс Браун поведают вам историю о противостоянии двух держав. Но герои в этой истории отнюдь не мужчины, а девушки. Девушки, прибывшие в восточный пятый полк ночных бомбардировщиков. Анна и Зоя, вступив в этот полк, познают все трудности военно-воздушного дела. Опасность, нависшая над Родиной, развенчивала миф о непобедимости фашистской армии. Велась борьба с элементами малодушия и недисциплинированности. Пропагандировались смелые и решительные действия летного состава. В первые же недели воины-авиаторы показали массовый героизм и самоотверженность в борьбе с врагом.",2025-10-28 18:06:56,1
332,27,Chaos! (2014),chaos-2014,"Богиня всех вампиров Пургатори вырывается из тюрьмы Госпожи Хель, повелительницы мёртвых, и у неё есть планы как отметить это событие: завоевать мир и отомстить своей тюремщице, которая в свою очередь вместе со своим возлюбленным Злым Эрни хочет устроить Рагнарёк. Но они и не подозревают, что Избранные - компания из демона, оборотня, вампира, жрицы вуду и восставшего из мёртвых порвут на клочки любую злобную нежить и всех монстров, что мечтают устроить ХАОС!",2025-10-28 18:06:56,1
333,27,Control (2016),control-2016,"Работа детектива - это сложная и напряженная работа. А если Вы еще и женщина-детектив, то работа вдвойне тяжела. А если Вы еще и женщина-детектив с железным характером и \""стальными яйцами\"", то жизнь ваша полна трудностей и передряг. Но главное что? Правильно - быть хорошим детективом. И Кейт Бёрнем делает свою работу на совесть.",2025-10-28 18:06:56,1
334,27,Raise the Dead (2007),raise-the-dead-2007,Группа людей оказывается запертой в закусочной полной трупов в окружении сотен зомби. Как они сюда попали и что произошло с остальным миром?,2025-10-28 18:06:56,1
336,27,Aliens/Vampirella (2015),aliens-vampirella-2015,"Что произойдёт, если встретятся два инопланетянина, совсем не похожие друг на друга? Эпичная схватка любительницы крови с Дракулона и злобного ксеноморфа!",2025-10-28 18:06:56,1
337,25,BloodRayne: Prime Cuts (2008),bloodrayne-prime-cuts-2008,Комиксы по культовой серии игр про обольстительную дампиршу. Градус сексуальности зависит от вашего напитка.,2025-10-28 18:06:56,1
338,24,Forgotten Realms: Homeland (2005),forgotten-realms-homeland-2005,,2025-10-28 18:06:56,1
339,24,Forgotten Realms: Exile (2005),forgotten-realms-exile-2005,,2025-10-28 18:06:56,1
340,24,Forgotten Realms: Sojourn (2006),forgotten-realms-sojourn-2006,,2025-10-28 18:06:56,1
341,24,Forgotten Realms: The Crystal Shard (2006),forgotten-realms-the-crystal-shard-2006,,2025-10-28 18:06:56,1
342,24,Forgotten Realms: Streams of Silver (2007),forgotten-realms-streams-of-silver-2007,,2025-10-28 18:06:56,1
343,24,Forgotten Realms: The Halfling&#039;s Gem (2007),forgotten-realms-the-halfling039s-gem-2007,,2025-10-28 18:06:56,1
344,23,Ex Machina (2004),ex-machina-2004,"Главный герой серии — Митчелл Хандред, также известный как Великая Машина, первый и единственный супергерой в мире. После его решительных действий во время трагических событий 11 сентября Митчелла избрали мэром Нью-Йорка. Серия охватывает весь первый срок Хандреда как мэра, основное повествование прерывается флэшбэками из прошлого Хандреда как Великой Машины. В серии помимо сюжетной линии, касающейся мистического происхождения суперсил Хандреда, присутствует и здоровая доля политической сатиры.",2025-10-28 18:06:56,1
345,23,Friday The 13th (2007),friday-the-13th-2007,"Кошмар \""хрустального озера\"" возвращается! Признанные авторы Грэй и Пальмиотти (Джона Хекс) возвращают читателям жуткую легенду мира ужасов в новой, леденящей кровь серии! Компания молодых людей прибывает в печально известный лагерь \""Хрустальное озеро\"", чтобы подзаработать на его восстановлении. И кто курит травку, кто флиртует, кто предается радостям жизни на природе, а Джейсон Вурхиз снова выходит на охоту, натянув хоккейную маску!",2025-10-28 18:06:56,1
346,23,X-Files (2008),x-files-2008,"Специальному агенту Дане Скалли, доктору и преподавателю академии ФБР в Вирджинии, поручают работу в паре с агентом Фоксом Малдером над проектом «Секретные материалы», архивом таинственных, нерешённых дел ФБР, которые зачастую связаны с паранормальными явлениями, случаями вампиризма и оборотничества, нападением генетических мутантов, свидетельствами о похищении людей пришельцами… Теперь приключения агентов ФБР Даны Скалли и Фокса Малдера продолжаются в комиксах.",2025-10-28 18:06:56,1
